evaluator_id,source_file,reference_movie_id,movie_id,algorithm,algorithm_rank,familiarity,rating,watch_likelihood,preference_score,preference_source,relevance,novelty_score,in_top5
2,evaluation_20260622_120550_8cfa6c0b34f34ad1ba63fca76d94568c.json,4369,117728,subtitles,4,unknown,,2,2,watch_likelihood,2,2,0
2,evaluation_20260622_120550_8cfa6c0b34f34ad1ba63fca76d94568c.json,4369,4701,knn,5,unknown,,4,4,watch_likelihood,4,2,0
2,evaluation_20260622_120550_8cfa6c0b34f34ad1ba63fca76d94568c.json,4369,5809,castoverlap,5,unknown,,2,2,watch_likelihood,2,2,0
2,evaluation_20260622_120550_8cfa6c0b34f34ad1ba63fca76d94568c.json,4369,6548,weighted_hybrid,3,unknown,,3,3,watch_likelihood,4,2,0
2,evaluation_20260622_120550_8cfa6c0b34f34ad1ba63fca76d94568c.json,4369,7175,genome_overlap,5,unknown,,2,2,watch_likelihood,3,2,0
2,evaluation_20260622_120550_8cfa6c0b34f34ad1ba63fca76d94568c.json,4369,7175,weighted_hybrid,2,unknown,,2,2,watch_likelihood,3,2,0
2,evaluation_20260622_120550_8cfa6c0b34f34ad1ba63fca76d94568c.json,4369,8776,castoverlap,4,unknown,,2,2,watch_likelihood,3,2,0
2,evaluation_20260622_120550_8cfa6c0b34f34ad1ba63fca76d94568c.json,4369,4265,genome_overlap,2,unknown,,3,3,watch_likelihood,3,2,0
2,evaluation_20260622_120550_8cfa6c0b34f34ad1ba63fca76d94568c.json,4369,4963,image_similarity,3,watched,3,,3,rating,3,0,1
2,evaluation_20260622_120550_8cfa6c0b34f34ad1ba63fca76d94568c.json,4369,68205,tmdb,5,unknown,,3,3,watch_likelihood,3,2,0
2,evaluation_20260622_120550_8cfa6c0b34f34ad1ba63fca76d94568c.json,4369,69255,castoverlap,3,unknown,,2,2,watch_likelihood,3,2,0
2,evaluation_20260622_120550_8cfa6c0b34f34ad1ba63fca76d94568c.json,4369,82744,image_text_similarity,5,unknown,,3,3,watch_likelihood,4,2,0
2,evaluation_20260622_120550_8cfa6c0b34f34ad1ba63fca76d94568c.json,4369,99728,tmdb,3,unknown,,3,3,watch_likelihood,4,2,0
2,evaluation_20260622_120550_8cfa6c0b34f34ad1ba63fca76d94568c.json,4369,78916,castoverlap,2,unknown,,2,2,watch_likelihood,2,2,0
2,evaluation_20260622_120550_8cfa6c0b34f34ad1ba63fca76d94568c.json,4369,377,image_similarity,2,unknown,,3,3,watch_likelihood,3,2,1
2,evaluation_20260622_120550_8cfa6c0b34f34ad1ba63fca76d94568c.json,4369,377,image_text_similarity,2,unknown,,3,3,watch_likelihood,3,2,1
2,evaluation_20260622_120550_8cfa6c0b34f34ad1ba63fca76d94568c.json,4369,8593,tmdb,4,unknown,,3,3,watch_likelihood,3,2,0
2,evaluation_20260622_120550_8cfa6c0b34f34ad1ba63fca76d94568c.json,4369,3717,tmdb,2,heard,,3,3,watch_likelihood,4,1,0
2,evaluation_20260622_120550_8cfa6c0b34f34ad1ba63fca76d94568c.json,4369,3717,knn,2,heard,,3,3,watch_likelihood,4,1,0
2,evaluation_20260622_120550_8cfa6c0b34f34ad1ba63fca76d94568c.json,4369,3717,genome_overlap,1,heard,,3,3,watch_likelihood,4,1,0
2,evaluation_20260622_120550_8cfa6c0b34f34ad1ba63fca76d94568c.json,4369,3717,subtitles,1,heard,,3,3,watch_likelihood,4,1,0
2,evaluation_20260622_120550_8cfa6c0b34f34ad1ba63fca76d94568c.json,4369,3717,weighted_hybrid,4,heard,,3,3,watch_likelihood,4,1,0
2,evaluation_20260622_120550_8cfa6c0b34f34ad1ba63fca76d94568c.json,4369,26569,subtitles,5,unknown,,3,3,watch_likelihood,3,2,0
2,evaluation_20260622_120550_8cfa6c0b34f34ad1ba63fca76d94568c.json,4369,4344,knn,3,unknown,,1,1,watch_likelihood,2,2,0
2,evaluation_20260622_120550_8cfa6c0b34f34ad1ba63fca76d94568c.json,4369,61248,weighted_hybrid,5,unknown,,3,3,watch_likelihood,3,2,0
2,evaluation_20260622_120550_8cfa6c0b34f34ad1ba63fca76d94568c.json,4369,46848,subtitles,2,unknown,,1,1,watch_likelihood,1,2,0
2,evaluation_20260622_120550_8cfa6c0b34f34ad1ba63fca76d94568c.json,4369,4821,image_similarity,5,unknown,,4,4,watch_likelihood,3,2,0
2,evaluation_20260622_120550_8cfa6c0b34f34ad1ba63fca76d94568c.json,4369,33158,genome_overlap,3,unknown,,2,2,watch_likelihood,3,2,0
2,evaluation_20260622_120550_8cfa6c0b34f34ad1ba63fca76d94568c.json,4369,4367,knn,4,heard,,4,4,watch_likelihood,4,1,1
2,evaluation_20260622_120550_8cfa6c0b34f34ad1ba63fca76d94568c.json,4369,88129,tmdb,1,unknown,,4,4,watch_likelihood,4,2,0
2,evaluation_20260622_120550_8cfa6c0b34f34ad1ba63fca76d94568c.json,4369,3452,image_similarity,4,unknown,,2,2,watch_likelihood,2,2,0
2,evaluation_20260622_120550_8cfa6c0b34f34ad1ba63fca76d94568c.json,4369,44871,castoverlap,1,unknown,,1,1,watch_likelihood,2,2,0
2,evaluation_20260622_120550_8cfa6c0b34f34ad1ba63fca76d94568c.json,4369,1100,image_text_similarity,3,unknown,,3,3,watch_likelihood,3,2,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,1513,tmdb,2,unknown,,1,1,watch_likelihood,3,2,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,7293,castoverlap,5,watched,5,,5,rating,4,0,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,2570,subtitles,1,unknown,,1,1,watch_likelihood,1,2,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,45672,weighted_hybrid,1,watched,4,,4,rating,5,0,1
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,71668,knn,4,watched,5,,5,rating,5,0,1
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,79428,knn,5,unknown,,4,4,watch_likelihood,4,2,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,59900,castoverlap,2,watched,5,,5,rating,4,0,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,59900,weighted_hybrid,4,watched,5,,5,rating,4,0,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,96616,weighted_hybrid,3,watched,5,,5,rating,4,0,1
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,58315,genome_overlap,4,unknown,,2,2,watch_likelihood,3,2,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,45726,genome_overlap,3,unknown,,4,4,watch_likelihood,3,2,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,5449,genome_overlap,5,watched,3,,3,rating,4,0,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,54004,castoverlap,1,unknown,,4,4,watch_likelihood,4,2,1
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,8376,tmdb,1,unknown,,3,3,watch_likelihood,3,2,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,117590,image_text_similarity,5,unknown,,2,2,watch_likelihood,3,2,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,76301,tmdb,4,watched,3,,3,rating,2,0,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,7701,subtitles,5,unknown,,1,1,watch_likelihood,3,2,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,27717,subtitles,4,unknown,,1,1,watch_likelihood,2,2,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,50189,image_similarity,3,unknown,,4,4,watch_likelihood,3,2,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,50189,image_text_similarity,1,unknown,,4,4,watch_likelihood,3,2,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,85367,knn,3,watched,5,,5,rating,5,0,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,3526,subtitles,2,unknown,,1,1,watch_likelihood,2,2,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,333,tmdb,5,unknown,,1,1,watch_likelihood,2,2,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,69278,image_text_similarity,3,watched,4,,4,rating,3,0,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,68965,subtitles,3,unknown,,2,2,watch_likelihood,2,2,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,102123,image_similarity,2,unknown,,4,4,watch_likelihood,3,2,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,90890,weighted_hybrid,2,watched,4,,4,rating,5,0,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,50806,genome_overlap,2,unknown,,2,2,watch_likelihood,3,2,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,79592,knn,1,watched,4,,4,rating,3,0,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,2694,castoverlap,3,heard,,4,4,watch_likelihood,4,1,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,76077,image_similarity,1,unknown,,2,2,watch_likelihood,2,2,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,76077,image_text_similarity,4,unknown,,2,2,watch_likelihood,2,2,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,76077,weighted_hybrid,5,unknown,,2,2,watch_likelihood,2,2,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,87869,image_similarity,4,unknown,,2,2,watch_likelihood,3,2,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,87869,image_text_similarity,2,unknown,,2,2,watch_likelihood,3,2,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,44840,castoverlap,4,unknown,,1,1,watch_likelihood,3,2,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,65802,genome_overlap,1,watched,5,,5,rating,3,0,1
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,1,tmdb,3,watched,5,,5,rating,2,0,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,43679,image_similarity,5,unknown,,1,1,watch_likelihood,1,2,0
3,evaluation_20260622_121906_4758ae46f37544a988ee4b656354f025.json,79134,81537,knn,2,unknown,,4,4,watch_likelihood,3,2,0
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,62081,subtitles,3,unknown,,3,3,watch_likelihood,5,2,0
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,1597,genome_overlap,2,unknown,,2,2,watch_likelihood,3,2,0
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,79293,tmdb,2,unknown,,2,2,watch_likelihood,1,2,0
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,3717,castoverlap,2,watched,4,,4,rating,2,0,0
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,786,tmdb,1,unknown,,2,2,watch_likelihood,2,2,0
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,102278,subtitles,5,unknown,,3,3,watch_likelihood,2,2,0
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,7445,castoverlap,4,unknown,,3,3,watch_likelihood,1,2,0
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,5414,weighted_hybrid,1,unknown,,4,4,watch_likelihood,2,2,1
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,6059,genome_overlap,1,unknown,,3,3,watch_likelihood,3,2,1
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,91978,subtitles,4,unknown,,2,2,watch_likelihood,1,2,0
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,1608,knn,3,watched,5,,5,rating,2,0,0
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,2058,knn,5,heard,,2,2,watch_likelihood,2,1,0
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,2058,genome_overlap,4,heard,,2,2,watch_likelihood,2,1,0
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,3169,subtitles,2,unknown,,2,2,watch_likelihood,2,2,0
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,1573,knn,1,heard,,4,4,watch_likelihood,3,1,1
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,49278,image_text_similarity,3,unknown,,2,2,watch_likelihood,2,2,0
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,49278,weighted_hybrid,5,unknown,,2,2,watch_likelihood,2,2,0
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,1422,tmdb,4,unknown,,2,2,watch_likelihood,1,2,0
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,5418,image_similarity,4,watched,5,,5,rating,3,0,1
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,5418,image_text_similarity,2,watched,5,,5,rating,3,0,1
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,5418,weighted_hybrid,4,watched,5,,5,rating,3,0,1
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,92507,genome_overlap,5,unknown,,2,2,watch_likelihood,2,2,0
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,52604,image_similarity,5,unknown,,2,2,watch_likelihood,2,2,0
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,114060,image_similarity,3,unknown,,2,2,watch_likelihood,1,2,0
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,114060,image_text_similarity,4,unknown,,2,2,watch_likelihood,1,2,0
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,69306,weighted_hybrid,2,watched,4,,4,rating,3,0,0
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,1370,knn,4,heard,,2,2,watch_likelihood,2,1,0
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,4901,genome_overlap,3,unknown,,2,2,watch_likelihood,1,2,0
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,7007,tmdb,3,heard,,2,2,watch_likelihood,2,1,0
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,161,castoverlap,1,unknown,,3,3,watch_likelihood,2,2,0
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,54775,tmdb,5,unknown,,2,2,watch_likelihood,1,2,0
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,44199,image_similarity,1,unknown,,3,3,watch_likelihood,2,2,0
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,44199,image_text_similarity,1,unknown,,3,3,watch_likelihood,2,2,0
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,44199,weighted_hybrid,3,unknown,,3,3,watch_likelihood,2,2,0
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,1396,subtitles,1,unknown,,2,2,watch_likelihood,2,2,0
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,555,castoverlap,5,unknown,,1,1,watch_likelihood,1,2,0
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,5445,image_similarity,2,watched,4,,4,rating,3,0,1
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,5445,image_text_similarity,5,watched,4,,4,rating,3,0,1
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,1552,knn,2,watched,5,,5,rating,2,0,0
4,evaluation_20260622_123425_ee5fa757c1a04ad799cf5e2685bfee90.json,2353,1552,castoverlap,3,watched,5,,5,rating,2,0,0
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,53996,tmdb,5,watched,5,,5,rating,4,0,0
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,72308,subtitles,3,unknown,,2,2,watch_likelihood,3,2,0
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,83613,castoverlap,5,heard,,4,4,watch_likelihood,3,1,0
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,6333,genome_overlap,4,heard,,4,4,watch_likelihood,5,1,0
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,111362,tmdb,4,heard,,4,4,watch_likelihood,5,1,0
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,111362,knn,1,heard,,4,4,watch_likelihood,5,1,0
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,111362,image_similarity,4,heard,,4,4,watch_likelihood,5,1,0
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,111362,image_text_similarity,4,heard,,4,4,watch_likelihood,5,1,0
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,111362,weighted_hybrid,5,heard,,4,4,watch_likelihood,5,1,0
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,102125,image_similarity,2,watched,5,,5,rating,5,0,0
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,102125,image_text_similarity,2,watched,5,,5,rating,5,0,0
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,102125,weighted_hybrid,3,watched,5,,5,rating,5,0,0
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,89745,tmdb,1,watched,5,,5,rating,5,0,1
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,89745,castoverlap,2,watched,5,,5,rating,5,0,1
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,89745,genome_overlap,1,watched,5,,5,rating,5,0,1
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,89745,image_similarity,1,watched,5,,5,rating,5,0,1
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,89745,image_text_similarity,1,watched,5,,5,rating,5,0,1
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,89745,weighted_hybrid,1,watched,5,,5,rating,5,0,1
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,3793,genome_overlap,3,heard,,3,3,watch_likelihood,4,1,0
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,103042,subtitles,5,watched,3,,3,rating,3,0,0
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,77561,tmdb,3,watched,5,,5,rating,5,0,1
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,106072,image_similarity,5,watched,5,,5,rating,5,0,0
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,106072,weighted_hybrid,4,watched,5,,5,rating,5,0,0
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,111759,knn,2,unknown,,3,3,watch_likelihood,3,2,0
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,5999,subtitles,4,unknown,,1,1,watch_likelihood,2,2,0
5,evaluation_20260622_124611_8cb2140f452845e9afcbd48bf6e5d239.json,112852,31290,subtitles,1,unknown,,1,1,watch_likelihood,1,2,0
